internal_id	form_key	location	method	gate	gate_name	level_min	level_max	slot_index	earliest_gate	gate_basis	confidence
1002	Tapu Koko	Power Plant	raid6	10	May	NA	NA	NA	10	direct	Measured
1003	Tapu Lele	Pokemon Mansion 1F	raid6	11	Blaine	NA	NA	NA	11	direct	Measured
1004	Tapu Bulu	Viridian Forest Heart	raid6	0	Brock	NA	NA	NA	0	direct	Measured
1005	Tapu Fini	Seafoam Islands B1F	raid6	10	May	NA	NA	NA	10	direct	Measured
1006	Cosmog	Saffron City Gian's House 1F	fixed-gift	17	Post-Game	NA	NA	NA	17	direct	Measured
1010	Nihilego	Cerulean Cave 2F	raid5	12	Archer-3	NA	NA	NA	12	direct	Measured
1011	Buzzwole	Cerulean Cave 2F	raid5	12	Archer-3	NA	NA	NA	12	direct	Measured
1012	Pheromosa	Cerulean Cave 2F	raid6	12	Archer-3	NA	NA	NA	12	direct	Measured
1013	Xurkitree	Cerulean Cave 2F	raid4	12	Archer-3	NA	NA	NA	12	direct	Measured
1013	Xurkitree	Cerulean Cave 2F	raid5	12	Archer-3	NA	NA	NA	12	direct	Measured
1014	Celesteela	Cerulean Cave 2F	raid6	12	Archer-3	NA	NA	NA	12	direct	Measured
1015	Kartana	Cerulean Cave 2F	raid6	12	Archer-3	NA	NA	NA	12	direct	Measured
1016	Guzzlord	Cerulean Cave 2F	raid4	12	Archer-3	NA	NA	NA	12	direct	Measured
1016	Guzzlord	Cerulean Cave 2F	raid5	12	Archer-3	NA	NA	NA	12	direct	Measured
1017	Necrozma	Route 25	raid4	2	Misty	NA	NA	NA	2	direct	Measured
1018	Magearna	Rock Tunnel Magearna's Chamber	fixed-overworld	17	Post-Game	NA	NA	NA	17	direct	Measured
1019	Marshadow	Pokemon Tower 9F	fixed-overworld	17	Post-Game	NA	NA	NA	17	direct	Measured
1020	Rattata-Alola	Route 1	wild-night	0	Brock	2	4	2	0	direct	Measured
1021	Raticate-Alola	Pokemon Mansion 1F	wild-night	11	Blaine	63	65	0	0	via-evolution	Measured
1021	Raticate-Alola	Pokemon Mansion B1F	wild-night	11	Blaine	63	65	0	0	via-evolution	Measured
1023	Sandshrew-Alola	Route 22	wild-night	0	Brock	3	5	1	0	direct	Measured
1023	Sandshrew-Alola	Rock Tunnel B1F	raid1	3	Surge	NA	NA	NA	0	direct	Measured
1024	Sandslash-Alola	Seafoam Islands B1F	wild-night	10	May	62	64	0	0	via-evolution	Measured
1024	Sandslash-Alola	Seafoam Islands B2F	wild-night	10	May	62	64	0	0	via-evolution	Measured
1024	Sandslash-Alola	Seafoam Islands B4F	wild-night	10	May	62	64	0	0	via-evolution	Measured
1025	Vulpix-Alola	Route 5	wild-night	2	Misty	18	20	3	2	direct	Measured
1026	Ninetales-Alola	Seafoam Islands B3F	wild-day	10	May	62	64	2	2	via-evolution	Measured
1026	Ninetales-Alola	Seafoam Islands B3F	wild-day	10	May	62	64	3	2	via-evolution	Measured
1026	Ninetales-Alola	Seafoam Islands B4F	wild-day	10	May	62	64	2	2	via-evolution	Measured
1026	Ninetales-Alola	Seafoam Islands B4F	wild-day	10	May	62	64	3	2	via-evolution	Measured
1026	Ninetales-Alola	Seafoam Islands B3F	wild-night	10	May	62	64	2	2	via-evolution	Measured
1026	Ninetales-Alola	Seafoam Islands B3F	wild-night	10	May	62	64	3	2	via-evolution	Measured
1026	Ninetales-Alola	Seafoam Islands B4F	wild-night	10	May	62	64	2	2	via-evolution	Measured
1026	Ninetales-Alola	Seafoam Islands B4F	wild-night	10	May	62	64	3	2	via-evolution	Measured
1027	Diglett-Alola	Diglett's Cave 1F	wild-night	0	Brock	7	9	0	0	direct	Measured
1027	Diglett-Alola	Diglett's Cave B1F	wild-night	2	Misty	23	25	0	0	direct	Measured
1027	Diglett-Alola	Diglett's Cave B1F	wild-night	2	Misty	23	25	1	0	direct	Measured
1028	Dugtrio-Alola	Diglett's Cave B1F	wild-night	2	Misty	23	25	9	0	via-evolution	Measured
1029	Meowth-Alola	Route 3	wild-day	1	Archer-1	10	12	11	1	direct	Measured
1029	Meowth-Alola	Route 3	wild-night	1	Archer-1	10	12	11	1	direct	Measured
1030	Persian-Alola	Route 15	raid3	9	Koga	NA	NA	NA	1	via-evolution	Measured
1031	Geodude-Alola	Diglett's Cave 1F	wild-night	0	Brock	7	9	5	0	direct	Measured
1031	Geodude-Alola	Mt. Moon 1F	wild-night	1	Archer-1	12	14	0	0	direct	Measured
1032	Graveler-Alola	Rock Tunnel 1F	wild-night	3	Surge	29	31	0	0	via-evolution	Measured
1033	Golem-Alola	Rock Tunnel Magearna's Chamber	wild-smash	17	Post-Game	84	85	1	0	via-evolution	Measured
1034	Grimer-Alola	Pewter City	wild-night	0	Brock	7	9	0	0	direct	Measured
1034	Grimer-Alola	Route 5	wild-night	2	Misty	18	20	8	0	direct	Measured
1034	Grimer-Alola	Route 5	wild-night	2	Misty	18	20	9	0	direct	Measured
1035	Muk-Alola	Route 17	wild-night	9	Koga	46	48	2	0	via-evolution	Measured
1035	Muk-Alola	Celadon City	wild-superRod	9	Koga	53	55	4	0	via-evolution	Measured
1035	Muk-Alola	Pokemon Mansion 1F	wild-night	11	Blaine	63	65	2	0	via-evolution	Measured
1035	Muk-Alola	Pokemon Mansion 1F	wild-night	11	Blaine	63	65	3	0	via-evolution	Measured
1037	Exeggutor-Alola	Route 13	wild-day	9	Koga	48	50	8	0	via-evolution	Measured
1039	Marowak-Alola	Victory Road 1F	wild-night	16	Elite-4	80	82	8	3	via-evolution	Measured
1074	Poipole	Cerulean Cave 2F	raid6	12	Archer-3	NA	NA	NA	12	direct	Measured
1076	Stakataka	Cerulean Cave 2F	raid4	12	Archer-3	NA	NA	NA	12	direct	Measured
1076	Stakataka	Cerulean Cave 2F	raid5	12	Archer-3	NA	NA	NA	12	direct	Measured
1077	Blacephalon	Cerulean Cave 2F	raid6	12	Archer-3	NA	NA	NA	12	direct	Measured
1078	Zeraora	Power Plant	raid5	10	May	NA	NA	NA	10	direct	Measured
1083	Meltan	Safari Zone Area 1	wild-day	9	Koga	50	52	4	9	direct	Measured
1083	Meltan	Safari Zone Area 1	wild-day	9	Koga	50	52	5	9	direct	Measured
1083	Meltan	Safari Zone Area 1	wild-night	9	Koga	50	52	4	9	direct	Measured
1083	Meltan	Safari Zone Area 1	wild-night	9	Koga	50	52	5	9	direct	Measured
1083	Meltan	Rock Tunnel Magearna's Chamber	wild-day	17	Post-Game	83	85	10	9	direct	Measured
1083	Meltan	Rock Tunnel Magearna's Chamber	wild-day	17	Post-Game	83	85	11	9	direct	Measured
1083	Meltan	Treasure Beach	wild-day	17	Post-Game	83	85	10	9	direct	Measured
1083	Meltan	Treasure Beach	wild-day	17	Post-Game	83	85	11	9	direct	Measured
1083	Meltan	Rock Tunnel Magearna's Chamber	wild-night	17	Post-Game	83	85	10	9	direct	Measured
1083	Meltan	Rock Tunnel Magearna's Chamber	wild-night	17	Post-Game	83	85	11	9	direct	Measured
1083	Meltan	Treasure Beach	wild-night	17	Post-Game	83	85	10	9	direct	Measured
1083	Meltan	Treasure Beach	wild-night	17	Post-Game	83	85	11	9	direct	Measured
1085	Pikachu-Surfing	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1086	Pikachu-Flying	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1087	Pikachu-Cosplay	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1088	Pikachu-Libre	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1088	Pikachu-Libre	Treasure Beach	fixed-gift	17	Post-Game	NA	NA	NA	3	direct	Measured
1089	Pikachu-Pop-Star	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1090	Pikachu-Rock-Star	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1091	Pikachu-Belle	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1092	Pikachu-PhD	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1093	Pikachu-Original	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1094	Pikachu-Hoenn	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1095	Pikachu-Sinnoh	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1096	Pikachu-Unova	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1097	Pikachu-Kalos	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1098	Pikachu-Alola	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1099	Pikachu-Partner	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	3	direct	Measured
1101	Cyclizar	Route 17	wild-day	9	Koga	46	48	1	9	direct	Measured
1101	Cyclizar	Route 17	wild-night	9	Koga	46	48	1	9	direct	Measured
1102	Grookey	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
1102	Grookey	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
1105	Scorbunny	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
1105	Scorbunny	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
1107	Cinderace	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	2	0	via-evolution	Measured
1107	Cinderace	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	3	0	via-evolution	Measured
1108	Sobble	Pallet Town Oak's Lab	fixed-gift	0	Brock	NA	NA	NA	0	direct	Measured
1108	Sobble	Celadon City Mansion 1F	fixed-gift	3	Surge	NA	NA	NA	0	direct	Measured
1111	Skwovet	Route 22	wild-night	0	Brock	3	5	5	0	direct	Measured
1113	Rookidee	Route 4	wild-day	1	Archer-1	13	15	11	1	direct	Measured
1113	Rookidee	Route 4	wild-night	1	Archer-1	13	15	11	1	direct	Measured
1115	Corviknight	Safari Zone Area 3	wild-night	9	Koga	50	52	6	1	via-evolution	Measured
1115	Corviknight	Safari Zone Area 3	wild-night	9	Koga	50	52	7	1	via-evolution	Measured
1115	Corviknight	Three Isle Port	wild-day	17	Post-Game	83	85	10	1	via-evolution	Measured
1115	Corviknight	Three Isle Port	wild-day	17	Post-Game	83	85	11	1	via-evolution	Measured
1115	Corviknight	Three Isle Port	wild-night	17	Post-Game	83	85	10	1	via-evolution	Measured
1115	Corviknight	Three Isle Port	wild-night	17	Post-Game	83	85	11	1	via-evolution	Measured
1116	Blipbug	Viridian Forest Heart	wild-night	0	Brock	4	6	1	0	direct	Measured
1119	Nickit	Route 3	wild-day	1	Archer-1	10	12	4	1	direct	Measured
1119	Nickit	Route 3	wild-night	1	Archer-1	10	12	4	1	direct	Measured
1121	Gossifleur	Route 6	wild-night	2	Misty	16	18	1	2	direct	Measured
1123	Wooloo	Viridian City	wild-day	0	Brock	3	5	1	0	direct	Measured
1125	Chewtle	Mt. Moon 1F	wild-day	1	Archer-1	12	14	5	1	direct	Measured
1125	Chewtle	Cerulean City	wild-oldRod	2	Misty	2	4	0	1	direct	Measured
1126	Drednaw	Route 12	wild-superRod	9	Koga	53	55	4	1	via-evolution	Measured
1126	Drednaw	Cerulean City Gym	fixed-gift	17	Post-Game	NA	NA	NA	1	via-evolution	Measured
1127	Yamper	Route 24	wild-day	2	Misty	14	16	2	2	direct	Measured
1127	Yamper	Route 24	wild-night	2	Misty	14	16	2	2	direct	Measured
1129	Rolycoly	Mt. Moon B1F	wild-day	1	Archer-1	12	14	2	1	direct	Measured
1129	Rolycoly	Mt. Moon B2F	wild-night	1	Archer-1	12	14	3	1	direct	Measured
1130	Carkol	Rock Tunnel 1F	wild-day	3	Surge	29	31	4	1	via-evolution	Measured
1131	Coalossal	Mt Ember Exterior	wild-day	17	Post-Game	83	85	1	1	via-evolution	Measured
1131	Coalossal	Mt Ember Exterior	wild-night	17	Post-Game	83	85	1	1	via-evolution	Measured
1132	Applin	Route 22	wild-night	0	Brock	3	5	6	0	direct	Measured
1132	Applin	Route 24	raid1	2	Misty	NA	NA	NA	0	direct	Measured
1132	Applin	Route 6	raid1	2	Misty	NA	NA	NA	0	direct	Measured
1132	Applin	Route 7	wild-day	3	Surge	36	38	5	0	direct	Measured
1132	Applin	Route 7	wild-night	3	Surge	36	38	5	0	direct	Measured
1135	Silicobra	Diglett's Cave 1F	wild-day	0	Brock	7	9	7	0	direct	Measured
1135	Silicobra	Diglett's Cave B1F	wild-day	2	Misty	23	25	3	0	direct	Measured
1135	Silicobra	Diglett's Cave B1F	wild-night	2	Misty	23	25	3	0	direct	Measured
1136	Sandaconda	Three Isle Port	wild-day	17	Post-Game	83	85	6	0	via-evolution	Measured
1136	Sandaconda	Three Isle Port	wild-day	17	Post-Game	83	85	7	0	via-evolution	Measured
1136	Sandaconda	Three Isle Port	wild-night	17	Post-Game	83	85	6	0	via-evolution	Measured
1136	Sandaconda	Three Isle Port	wild-night	17	Post-Game	83	85	7	0	via-evolution	Measured
1136	Sandaconda	Treasure Beach	wild-night	17	Post-Game	83	85	5	0	via-evolution	Measured
1136	Sandaconda	Treasure Beach	wild-night	17	Post-Game	84	85	4	0	via-evolution	Measured
1137	Cramorant	Route 16	raid1	3	Surge	NA	NA	NA	3	direct	Measured
1137	Cramorant	Cinnabar Island	wild-surf	10	May	56	58	3	3	direct	Measured
1137	Cramorant	Cinnabar Island	wild-surf	10	May	56	58	4	3	direct	Measured
1137	Cramorant	Route 21 North	wild-surf	10	May	56	58	3	3	direct	Measured
1137	Cramorant	Route 21 North	wild-surf	10	May	56	58	4	3	direct	Measured
1137	Cramorant	Vermilion City	wild-surf	10	May	56	58	2	3	direct	Measured
1137	Cramorant	Vermilion City	wild-surf	10	May	56	58	3	3	direct	Measured
1137	Cramorant	Vermilion City	wild-surf	10	May	56	58	4	3	direct	Measured
1137	Cramorant	Cape Brink	wild-surf	17	Post-Game	83	85	2	3	direct	Measured
1137	Cramorant	Kindle Road	wild-surf	17	Post-Game	83	85	2	3	direct	Measured
1138	Arrokuda	Vermilion City	wild-oldRod	2	Misty	2	4	0	2	direct	Measured
1138	Arrokuda	Celadon City	wild-oldRod	3	Surge	2	4	1	2	direct	Measured
1138	Arrokuda	Safari Zone Area 2	wild-oldRod	9	Koga	2	4	1	2	direct	Measured
1139	Barraskewda	Route 21 North	wild-surf	10	May	56	58	1	2	via-evolution	Measured
1139	Barraskewda	Cape Brink	wild-goodRod	17	Post-Game	83	85	1	2	via-evolution	Measured
1139	Barraskewda	Cape Brink	wild-goodRod	17	Post-Game	83	85	2	2	via-evolution	Measured
1140	Toxel	Route 10	raid1	3	Surge	NA	NA	NA	3	direct	Measured
1140	Toxel	Celadon City Game Corner Exchange	fixed-gift	6	Archer-2	NA	NA	NA	3	direct	Measured
1141	Toxtricity	Victory Road 3F	wild-day	16	Elite-4	80	82	5	3	via-evolution	Measured
1141	Toxtricity	Victory Road 3F	wild-night	16	Elite-4	80	82	5	3	via-evolution	Measured
1142	Sizzlipede	Route 6	wild-day	2	Misty	16	18	4	2	direct	Measured
1142	Sizzlipede	Route 6	wild-night	2	Misty	16	18	4	2	direct	Measured
1143	Centiskorch	Route 13	wild-night	9	Koga	48	50	10	2	via-evolution	Measured
1143	Centiskorch	Route 13	wild-night	9	Koga	48	50	11	2	via-evolution	Measured
1143	Centiskorch	Kindle Road	wild-day	17	Post-Game	83	85	4	2	via-evolution	Measured
1143	Centiskorch	Kindle Road	wild-day	17	Post-Game	83	85	5	2	via-evolution	Measured
1144	Clobbopus	Route 22	wild-goodRod	3	Surge	27	29	0	3	direct	Measured
1144	Clobbopus	Route 24	wild-goodRod	3	Surge	27	29	2	3	direct	Measured
1145	Grapploct	Seafoam Islands B4F	wild-superRod	10	May	53	55	3	3	via-evolution	Measured
1145	Grapploct	Seafoam Islands B4F	wild-superRod	10	May	53	55	4	3	via-evolution	Measured
1145	Grapploct	Cape Brink	wild-day	17	Post-Game	83	85	8	3	via-evolution	Measured
1145	Grapploct	Cape Brink	wild-day	17	Post-Game	83	85	9	3	via-evolution	Measured
1145	Grapploct	Cape Brink	wild-night	17	Post-Game	83	85	8	3	via-evolution	Measured
1145	Grapploct	Cape Brink	wild-night	17	Post-Game	83	85	9	3	via-evolution	Measured
1146	Sinistea	Pewter City	wild-day	0	Brock	7	9	7	0	direct	Measured
1147	Polteageist	Pokemon Tower 3F	wild-day	3	Surge	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 3F	wild-day	3	Surge	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 5F	wild-day	3	Surge	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 5F	wild-day	3	Surge	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 6F	wild-day	3	Surge	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 6F	wild-day	3	Surge	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 3F	wild-night	3	Surge	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 3F	wild-night	3	Surge	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 5F	wild-night	3	Surge	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 5F	wild-night	3	Surge	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 6F	wild-night	3	Surge	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 6F	wild-night	3	Surge	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 7F	wild-day	6	Archer-2	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 7F	wild-day	6	Archer-2	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 7F	wild-night	6	Archer-2	45	47	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 7F	wild-night	6	Archer-2	45	47	9	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 8F	wild-day	17	Post-Game	83	85	8	0	via-evolution	Measured
1147	Polteageist	Pokemon Tower 8F	wild-night	17	Post-Game	83	85	8	0	via-evolution	Measured
1148	Hatenna	Route 5	raid1	2	Misty	NA	NA	NA	2	direct	Measured
1148	Hatenna	Route 5	wild-day	2	Misty	18	20	1	2	direct	Measured
1148	Hatenna	Route 5	wild-night	2	Misty	18	20	1	2	direct	Measured
1150	Hatterene	Bond Bridge	wild-day	17	Post-Game	84	85	2	2	via-evolution	Measured
1150	Hatterene	Bond Bridge	wild-day	17	Post-Game	84	85	3	2	via-evolution	Measured
1150	Hatterene	Bond Bridge	wild-night	17	Post-Game	84	85	2	2	via-evolution	Measured
1150	Hatterene	Bond Bridge	wild-night	17	Post-Game	84	85	3	2	via-evolution	Measured
1151	Impidimp	Route 2	raid1	0	Brock	NA	NA	NA	0	direct	Measured
1152	Morgrem	Route 8	wild-night	3	Surge	33	35	6	0	via-evolution	Measured
1152	Morgrem	Route 8	wild-night	3	Surge	33	35	7	0	via-evolution	Measured
1153	Grimmsnarl	Kindle Road	wild-night	17	Post-Game	83	85	6	0	via-evolution	Measured
1153	Grimmsnarl	Kindle Road	wild-night	17	Post-Game	83	85	7	0	via-evolution	Measured
1154	Obstagoon	Pokemon Mansion 2F	wild-night	11	Blaine	63	65	0	0	via-evolution	Measured
1156	Cursola	Pokemon Tower 9F	wild-day	17	Post-Game	83	85	8	3	via-evolution	Measured
1156	Cursola	Pokemon Tower 9F	wild-day	17	Post-Game	83	85	9	3	via-evolution	Measured
1156	Cursola	Pokemon Tower 9F	wild-night	17	Post-Game	83	85	8	3	via-evolution	Measured
1156	Cursola	Pokemon Tower 9F	wild-night	17	Post-Game	83	85	9	3	via-evolution	Measured
1157	Sirfetch’d	Safari Zone Moltres' Den	wild-day	10	May	50	52	6	2	via-evolution	Measured
1157	Sirfetch’d	Safari Zone Moltres' Den	wild-day	10	May	50	52	7	2	via-evolution	Measured
1157	Sirfetch’d	Safari Zone Moltres' Den	wild-night	10	May	50	52	6	2	via-evolution	Measured
1157	Sirfetch’d	Safari Zone Moltres' Den	wild-night	10	May	50	52	7	2	via-evolution	Measured
1157	Sirfetch’d	Treasure Beach	wild-day	17	Post-Game	84	85	1	2	via-evolution	Measured
1157	Sirfetch’d	Treasure Beach	wild-day	17	Post-Game	85	85	0	2	via-evolution	Measured
1157	Sirfetch’d	Treasure Beach	wild-night	17	Post-Game	84	85	1	2	via-evolution	Measured
1157	Sirfetch’d	Treasure Beach	wild-night	17	Post-Game	85	85	0	2	via-evolution	Measured
1159	Runerigus	Pokemon Tower 3F	wild-night	3	Surge	45	47	1	0	via-evolution	Measured
1159	Runerigus	Pokemon Tower 4F	wild-night	3	Surge	45	47	1	0	via-evolution	Measured
1159	Runerigus	Pokemon Tower 5F	wild-night	3	Surge	45	47	1	0	via-evolution	Measured
1159	Runerigus	Pokemon Tower 6F	wild-night	3	Surge	45	47	1	0	via-evolution	Measured
1159	Runerigus	Pokemon Tower 7F	wild-night	6	Archer-2	45	47	1	0	via-evolution	Measured
1160	Milcery	Route 25	raid1	2	Misty	NA	NA	NA	2	direct	Measured
1161	Alcremie	Kindle Road	wild-day	17	Post-Game	83	85	2	2	via-evolution	Measured
1161	Alcremie	Kindle Road	wild-day	17	Post-Game	83	85	3	2	via-evolution	Measured
1161	Alcremie	Kindle Road	wild-night	17	Post-Game	83	85	2	2	via-evolution	Measured
1161	Alcremie	Kindle Road	wild-night	17	Post-Game	83	85	3	2	via-evolution	Measured
1162	Falinks	Route 9	raid1	3	Surge	NA	NA	NA	3	direct	Measured
1162	Falinks	Route 16	wild-night	3	Surge	36	38	3	3	direct	Measured
1163	Pincurchin	Route 10	wild-day	3	Surge	27	29	3	3	direct	Measured
1163	Pincurchin	Route 10	wild-night	3	Surge	27	29	3	3	direct	Measured
1163	Pincurchin	Route 15	raid3	9	Koga	NA	NA	NA	3	direct	Measured
1164	Snom	Viridian Forest	wild-night	0	Brock	4	6	10	0	direct	Measured
1164	Snom	Viridian Forest	wild-night	0	Brock	4	6	11	0	direct	Measured
1165	Frosmoth	Seafoam Islands B4F	wild-day	10	May	62	64	8	0	via-evolution	Measured
1165	Frosmoth	Seafoam Islands B4F	wild-day	10	May	62	64	9	0	via-evolution	Measured
1165	Frosmoth	Seafoam Islands B4F	wild-night	10	May	62	64	8	0	via-evolution	Measured
1165	Frosmoth	Seafoam Islands B4F	wild-night	10	May	62	64	9	0	via-evolution	Measured
1166	Stonjourner	Diglett's Cave B1F	raid1	2	Misty	NA	NA	NA	2	direct	Measured
1166	Stonjourner	Rock Tunnel 1F	wild-day	3	Surge	29	31	8	2	direct	Measured
1166	Stonjourner	Rock Tunnel 1F	wild-night	3	Surge	29	31	8	2	direct	Measured
1167	Eiscue	Underground Path Route 5 Entrance	fixed-trade	4	Erika	NA	NA	NA	4	direct	Measured
1167	Eiscue	Safari Zone Moltres' Den	wild-day	10	May	50	52	4	4	direct	Measured
1167	Eiscue	Safari Zone Moltres' Den	wild-day	10	May	50	52	5	4	direct	Measured
1167	Eiscue	Safari Zone Moltres' Den	wild-night	10	May	50	52	4	4	direct	Measured
1167	Eiscue	Safari Zone Moltres' Den	wild-night	10	May	50	52	5	4	direct	Measured
1168	Indeedee	Route 9	wild-day	3	Surge	25	27	4	3	direct	Measured
1168	Indeedee	Route 13	raid3	9	Koga	NA	NA	NA	3	direct	Measured
1168	Indeedee	Berry Forest	wild-day	17	Post-Game	83	85	6	3	direct	Measured
1168	Indeedee	Berry Forest	wild-day	17	Post-Game	83	85	7	3	direct	Measured
1169	Morpeko	Route 18 Gatehouse 2F	fixed-trade	9	Koga	NA	NA	NA	9	direct	Measured
1169	Morpeko	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	8	9	direct	Measured
1169	Morpeko	Pokemon Mansion Gouging Fire's Room	wild-day	15	Brendan	75	77	9	9	direct	Measured
1169	Morpeko	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	8	9	direct	Measured
1169	Morpeko	Pokemon Mansion Gouging Fire's Room	wild-night	15	Brendan	75	77	9	9	direct	Measured
1169	Morpeko	Cape Brink	wild-day	17	Post-Game	83	85	6	9	direct	Measured
1169	Morpeko	Cape Brink	wild-day	17	Post-Game	83	85	7	9	direct	Measured
1169	Morpeko	Cape Brink	wild-night	17	Post-Game	83	85	6	9	direct	Measured
1169	Morpeko	Cape Brink	wild-night	17	Post-Game	83	85	7	9	direct	Measured
1170	Cufant	Mt. Moon 1F	raid1	1	Archer-1	NA	NA	NA	1	direct	Measured
1170	Cufant	Route 16	wild-day	3	Surge	36	38	4	1	direct	Measured
1170	Cufant	Route 16	wild-day	3	Surge	36	38	11	1	direct	Measured
1170	Cufant	Route 16	wild-night	3	Surge	36	38	4	1	direct	Measured
1170	Cufant	Route 16	wild-night	3	Surge	36	38	11	1	direct	Measured
1171	Copperajah	Rock Tunnel Magearna's Chamber	wild-day	17	Post-Game	84	85	2	1	via-evolution	Measured
1171	Copperajah	Rock Tunnel Magearna's Chamber	wild-day	17	Post-Game	84	85	3	1	via-evolution	Measured
1172	Dracozolt	Route 17	wild-day	9	Koga	46	48	10	9	direct	Measured
1172	Dracozolt	Route 17	wild-day	9	Koga	46	48	11	9	direct	Measured
1172	Dracozolt	Route 17	wild-night	9	Koga	46	48	10	9	direct	Measured
1172	Dracozolt	Route 17	wild-night	9	Koga	46	48	11	9	direct	Measured
1172	Dracozolt	Power Plant	raid4	10	May	NA	NA	NA	9	direct	Measured
1173	Arctozolt	Route 12	wild-day	9	Koga	50	52	11	9	direct	Measured
1173	Arctozolt	Route 12	wild-night	9	Koga	50	52	11	9	direct	Measured
1173	Arctozolt	Power Plant	raid4	10	May	NA	NA	NA	9	direct	Measured
1174	Dracovish	Route 18	wild-day	9	Koga	49	51	11	9	direct	Measured
1174	Dracovish	Route 18	wild-night	9	Koga	49	51	11	9	direct	Measured
1174	Dracovish	Seafoam Islands B1F	raid4	10	May	NA	NA	NA	9	direct	Measured
1174	Dracovish	Seafoam Islands B1F	raid5	10	May	NA	NA	NA	9	direct	Measured
1175	Arctovish	Route 12	wild-day	9	Koga	50	52	10	9	direct	Measured
1175	Arctovish	Route 18	wild-day	9	Koga	49	51	10	9	direct	Measured
1175	Arctovish	Route 12	wild-night	9	Koga	50	52	10	9	direct	Measured
1175	Arctovish	Route 18	wild-night	9	Koga	49	51	10	9	direct	Measured
1175	Arctovish	Seafoam Islands B1F	raid4	10	May	NA	NA	NA	9	direct	Measured
1175	Arctovish	Seafoam Islands B1F	raid5	10	May	NA	NA	NA	9	direct	Measured
1176	Duraludon	Route 13	raid3	9	Koga	NA	NA	NA	9	direct	Measured
1176	Duraludon	Route 13	wild-day	9	Koga	48	50	9	9	direct	Measured
1176	Duraludon	Route 13	wild-night	9	Koga	48	50	9	9	direct	Measured
1176	Duraludon	Cerulean Cave 1F	wild-day	12	Archer-3	68	70	8	9	direct	Measured
1176	Duraludon	Cerulean Cave 1F	wild-day	12	Archer-3	68	70	9	9	direct	Measured
1176	Duraludon	Cerulean Cave 2F	wild-day	12	Archer-3	68	70	8	9	direct	Measured
1176	Duraludon	Cerulean Cave 2F	wild-day	12	Archer-3	68	70	9	9	direct	Measured
1176	Duraludon	Cerulean Cave 1F	wild-night	12	Archer-3	68	70	8	9	direct	Measured
