trainer_id	name	trainer_class	role	location	mode	cap_index	cap_name	level_cap	is_level_scaled	boss_key	party_size	roster	roster_species	max_level	min_level	offensive_types	mean_base_speed	fastest_member	slowest_member	shared_weaknesses	team_resisted_by	strategy_notes	source_record	confidence	notes
465	Hiker Jeremy	NA	route	Route 9	hardcore	3	Surge	34	FALSE	3|Route 9|Hiker Jeremy	2	Machop:30:30:Steadfast:NONE:Calm:10/10/10/10/10/10:0/0/0/0/0/0:Dynamic Punch,Scary Face,Cross Chop,Bulk Up|Stunfisk:30:30:Sand Veil:NONE:Hasty:10/10/10/10/10/10:0/0/0/0/0/0:Earth Power,Thunderbolt,Muddy Water,Bounce	Machop,Stunfisk	30	30	Fighting,Flying,Ground,Water,Electric	33.5	Machop	Stunfisk	NONE	NONE	2 slots, levels 30-30. Offense covers 5 types. No weakness shared by half the team. Speed spans 32-35 base, fastest Machop, slowest Stunfisk.	data.js:trainers[465].hardcore	Measured	derived: team analysis; strategy_notes Inferred
466	Picnicker Alma	NA	boss_candidate	Route 13	normal	9	Koga	68	TRUE	9|Route 13|Picnicker Alma	4	Tangrowth:65:104:Regenerator:Assault Vest:Timid:31/30/31/30/31/30:0/0/0/252/0/252:Solar Beam,Hidden Power,Sludge Bomb,Knock Off|Chansey:65:104:UNK:Eviolite:Bold:31/31/31/31/31/31:252/0/252/0/4/0:Thunder Wave,Seismic Toss,Teleport,Soft-Boiled|Chandelure:65:104:Shadow Tag:Choice Scarf:Timid:31/31/31/31/31/31:0/0/4/252/0/252:Fire Blast,Solar Beam,Shadow Ball,Trick|Altaria:65:104:Cloud Nine:Altarianite:Bold:31/31/31/31/31/31:252/0/252/4/0/0:Fire Blast,Hyper Voice,Roost,Earthquake	Tangrowth,Chansey,Chandelure,Altaria	65	65	Normal,Fighting,Poison,Ground,Ghost,Fire,Grass,Dark	65.0	Chandelure	Tangrowth	Ice,Rock	NONE	4 slots, levels 65-65. Offense covers 8 types. Shared weakness: Ice, Rock. Speed spans 50-80 base, fastest Chandelure, slowest Tangrowth. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[466].normal	Measured	derived: team analysis; strategy_notes Inferred
466	Picnicker Alma	NA	boss_candidate	Route 13	hardcore	9	Koga	68	TRUE	9|Route 13|Picnicker Alma	5	Krookodile:66:101:Anger Point:Focus Sash:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:Stealth Rock,Wicked Blow,Earthquake,Rock Slide|Tangrowth:66:101:Regenerator:Assault Vest:Timid:31/30/31/30/31/30:0/0/0/0/0/0:Solar Beam,Hidden Power,Sludge Bomb,Knock Off|Chansey:66:101:UNK:Eviolite:Bold:31/31/31/31/31/31:0/0/0/0/0/0:Thunder Wave,Seismic Toss,Teleport,Soft-Boiled|Chandelure:66:101:Shadow Tag:Choice Scarf:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Fire Blast,Solar Beam,Shadow Ball,Trick|Altaria:66:101:Cloud Nine:Altarianite:Bold:31/31/31/31/31/31:0/0/0/0/0/0:Fire Blast,Hyper Voice,Roost,Earthquake	Krookodile,Tangrowth,Chansey,Chandelure,Altaria	66	66	Normal,Fighting,Poison,Ground,Rock,Ghost,Fire,Grass,Dark	70.4	Krookodile	Tangrowth	Ice	NONE	5 slots, levels 66-66. Offense covers 9 types. Shared weakness: Ice. Speed spans 50-92 base, fastest Krookodile, slowest Tangrowth. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[466].hardcore	Measured	derived: team analysis; strategy_notes Inferred
467	Picnicker Susie	NA	boss_candidate	Route 13	normal	9	Koga	68	TRUE	9|Route 13|Picnicker Susie	5	Shiftry:65:104:Infiltrator:Life Orb:Adamant:31/31/31/31/31/31:0/252/4/0/0/252:Fake Out,Solar Blade,Knock Off,Parting Shot|Goodra:65:104:Gooey:Assault Vest:Modest:31/31/31/31/31/31:252/0/0/252/4/0:Fire Blast,Draco Barrage,Sludge Bomb,Thunderbolt|Espeon:65:104:Magic Bounce:Twisted Spoon:Timid:31/31/31/31/31/31:0/0/4/252/0/252:Calm Mind,Psychic,Weather Ball,Shadow Ball|Arcanine-Hisui:65:104:Rock Head:Air Balloon:Adamant:31/31/31/31/31/31:0/252/4/0/0/252:Head Smash,Solar Beam,Flare Blitz,Accelerock|Alcremie:65:104:Aroma Veil:Alcremite:Bold:31/31/31/31/31/31:252/0/252/4/0/0:Moonblast,Mystical Fire,Misty Explosion,Recover	Shiftry,Goodra,Espeon,Arcanine-Hisui,Alcremie	65	65	Normal,Poison,Rock,Ghost,Fire,Grass,Electric,Psychic,Dragon,Dark,Fairy	84.8	Espeon	Alcremie	NONE	NONE	5 slots, levels 65-65. Offense covers 11 types. No weakness shared by half the team. Speed spans 64-110 base, fastest Espeon, slowest Alcremie. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[467].normal	Measured	derived: team analysis; strategy_notes Inferred
467	Picnicker Susie	NA	boss_candidate	Route 13	hardcore	9	Koga	68	TRUE	9|Route 13|Picnicker Susie	5	Shiftry:66:101:Infiltrator:Life Orb:Adamant:31/31/31/31/31/31:0/0/0/0/0/0:Fake Out,Solar Blade,Knock Off,Parting Shot|Goodra:66:101:Gooey:Assault Vest:Modest:31/31/31/31/31/31:0/0/0/0/0/0:Fire Blast,Draco Barrage,Sludge Bomb,Thunderbolt|Sylveon:66:101:Pixilate:Eevium Z:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Last Resort,Hyper Voice,Weather Ball,Stored Power|Heatran:66:101:Flame Body:Air Balloon:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Magma Storm,Solar Beam,Earth Power,Protect|Alcremie:66:101:Aroma Veil:Alcremite:Bold:31/31/31/31/31/31:0/0/0/0/0/0:Moonblast,Mystical Fire,Misty Explosion,Recover	Shiftry,Goodra,Sylveon,Heatran,Alcremie	66	66	Normal,Poison,Ground,Fire,Grass,Electric,Psychic,Dragon,Dark,Fairy	72.2	Shiftry	Sylveon	Poison	NONE	5 slots, levels 66-66. Offense covers 10 types. Shared weakness: Poison. Speed spans 60-80 base, fastest Shiftry, slowest Sylveon. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[467].hardcore	Measured	derived: team analysis; strategy_notes Inferred
468	Picnicker Valerie	NA	route	Route 13	normal	9	Koga	68	FALSE	9|Route 13|Picnicker Valerie	2	Weepinbell:56:56:Gluttony:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Wring Out,Slam,Poison Jab,Razor Leaf|Ursaring:57:57:Guts:NONE:Sassy:5/5/5/5/5/5:0/0/0/0/0/0:Close Combat,Thrash,Rest,Scary Face	Weepinbell,Ursaring	57	56	Normal,Fighting,Poison,Grass	55.0	Weepinbell	Weepinbell	NONE	NONE	2 slots, levels 56-57. Offense covers 4 types. No weakness shared by half the team. Speed spans 55-55 base, fastest Weepinbell, slowest Weepinbell.	data.js:trainers[468].normal	Measured	derived: team analysis; strategy_notes Inferred
468	Picnicker Valerie	NA	route	Route 13	hardcore	9	Koga	68	FALSE	9|Route 13|Picnicker Valerie	2	Weepinbell:56:56:Gluttony:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Wring Out,Slam,Poison Jab,Razor Leaf|Ursaring:57:57:Guts:NONE:Sassy:5/5/5/5/5/5:0/0/0/0/0/0:Close Combat,Thrash,Rest,Scary Face	Weepinbell,Ursaring	57	56	Normal,Fighting,Poison,Grass	55.0	Weepinbell	Weepinbell	NONE	NONE	2 slots, levels 56-57. Offense covers 4 types. No weakness shared by half the team. Speed spans 55-55 base, fastest Weepinbell, slowest Weepinbell.	data.js:trainers[468].hardcore	Measured	derived: team analysis; strategy_notes Inferred
469	Picnicker Gwen	NA	boss_candidate	Route 13	normal	9	Koga	68	FALSE	9|Route 13|Picnicker Gwen	4	Nidorina:57:57:Hustle:NONE:Quirky:5/5/5/5/5/5:0/0/0/0/0/0:Poison Fang,Captivate,Crunch,Flatter|Eevee:57:57:UNK:NONE:Docile:5/5/5/5/5/5:0/0/0/0/0/0:Trump Card,Last Resort,Double-Edge,Charm|Prinplup:57:57:Competitive:NONE:Lax:5/5/5/5/5/5:0/0/0/0/0/0:Hydro Pump,Drill Peck,Mist,Whirlpool|Riolu:57:57:Prankster:NONE:Naive:5/5/5/5/5/5:0/0/0/0/0/0:Final Gambit,Reversal,Screech,Copycat	Nidorina,Eevee,Prinplup,Riolu	57	57	Normal,Fighting,Flying,Poison,Water,Dark	55.2	Riolu	Prinplup	Psychic	NONE	4 slots, levels 57-57. Offense covers 6 types. Shared weakness: Psychic. Speed spans 50-60 base, fastest Riolu, slowest Prinplup.	data.js:trainers[469].normal	Measured	derived: team analysis; strategy_notes Inferred
469	Picnicker Gwen	NA	boss_candidate	Route 13	hardcore	9	Koga	68	FALSE	9|Route 13|Picnicker Gwen	4	Nidorina:57:57:Hustle:NONE:Quirky:5/5/5/5/5/5:0/0/0/0/0/0:Poison Fang,Captivate,Crunch,Flatter|Eevee:57:57:UNK:NONE:Docile:5/5/5/5/5/5:0/0/0/0/0/0:Trump Card,Last Resort,Double-Edge,Charm|Prinplup:57:57:Competitive:NONE:Lax:5/5/5/5/5/5:0/0/0/0/0/0:Hydro Pump,Drill Peck,Mist,Whirlpool|Riolu:57:57:Prankster:NONE:Naive:5/5/5/5/5/5:0/0/0/0/0/0:Final Gambit,Reversal,Screech,Copycat	Nidorina,Eevee,Prinplup,Riolu	57	57	Normal,Fighting,Flying,Poison,Water,Dark	55.2	Riolu	Prinplup	Psychic	NONE	4 slots, levels 57-57. Offense covers 6 types. Shared weakness: Psychic. Speed spans 50-60 base, fastest Riolu, slowest Prinplup.	data.js:trainers[469].hardcore	Measured	derived: team analysis; strategy_notes Inferred
470	Biker Virgil	NA	route	Route 17	normal	9	Koga	68	FALSE	9|Route 17|Biker Virgil	3	Klinklang:54:54:Steely Spirit:NONE:Brave:10/10/10/10/10/10:0/0/0/0/0/0:Smokescreen,Gear Grind,Wild Charge,Shift Gear|Seismitoad:54:54:Water Absorb:NONE:Jolly:10/10/10/10/10/10:0/0/0/0/0/0:Smokescreen,Scald,Earth Power,Sludge Bomb|Bouffalant:55:55:Bull Rush:NONE:Adamant:10/10/10/10/10/10:0/0/0/0/0/0:Smokescreen,Head Charge,Earthquake	Klinklang,Seismitoad,Bouffalant	55	54	Normal,Poison,Ground,Steel,Water,Electric	76.3	Klinklang	Bouffalant	Fighting	NONE	3 slots, levels 54-55. Offense covers 6 types. Shared weakness: Fighting. Speed spans 65-90 base, fastest Klinklang, slowest Bouffalant.	data.js:trainers[470].normal	Measured	derived: team analysis; strategy_notes Inferred
470	Biker Virgil	NA	route	Route 17	hardcore	9	Koga	68	FALSE	9|Route 17|Biker Virgil	3	Klinklang:54:54:Steely Spirit:NONE:Brave:10/10/10/10/10/10:0/0/0/0/0/0:Smokescreen,Gear Grind,Wild Charge,Shift Gear|Seismitoad:54:54:Water Absorb:NONE:Jolly:10/10/10/10/10/10:0/0/0/0/0/0:Smokescreen,Scald,Earth Power,Sludge Bomb|Bouffalant:55:55:Bull Rush:NONE:Adamant:10/10/10/10/10/10:0/0/0/0/0/0:Smokescreen,Head Charge,Earthquake	Klinklang,Seismitoad,Bouffalant	55	54	Normal,Poison,Ground,Steel,Water,Electric	76.3	Klinklang	Bouffalant	Fighting	NONE	3 slots, levels 54-55. Offense covers 6 types. Shared weakness: Fighting. Speed spans 65-90 base, fastest Klinklang, slowest Bouffalant.	data.js:trainers[470].hardcore	Measured	derived: team analysis; strategy_notes Inferred
471	Camper Flint	NA	route	Route 25	normal	2	Misty	27	FALSE	2|Route 25|Camper Flint	2	Farfetch’d-Galar:18:18:Scrappy:NONE:Impish:5/5/5/5/5/5:0/0/0/0/0/0:Brave Bird,Final Gambit,Leaf Blade,Slam|Skwovet:20:20:Cheek Pouch:NONE:Quiet:5/5/5/5/5/5:0/0/0/0/0/0:Belch,Super Fang,Counter,Rest	Farfetch’d-Galar,Skwovet	20	18	Normal,Fighting,Flying,Poison,Grass	40.0	Farfetch’d-Galar	Skwovet	NONE	NONE	2 slots, levels 18-20. Offense covers 5 types. No weakness shared by half the team. Speed spans 25-55 base, fastest Farfetch’d-Galar, slowest Skwovet.	data.js:trainers[471].normal	Measured	derived: team analysis; strategy_notes Inferred
471	Camper Flint	NA	route	Route 25	hardcore	2	Misty	27	FALSE	2|Route 25|Camper Flint	2	Farfetch’d-Galar:18:18:Scrappy:NONE:Impish:5/5/5/5/5/5:0/0/0/0/0/0:Brave Bird,Final Gambit,Leaf Blade,Slam|Skwovet:20:20:Cheek Pouch:NONE:Quiet:5/5/5/5/5/5:0/0/0/0/0/0:Belch,Super Fang,Counter,Rest	Farfetch’d-Galar,Skwovet	20	18	Normal,Fighting,Flying,Poison,Grass	40.0	Farfetch’d-Galar	Skwovet	NONE	NONE	2 slots, levels 18-20. Offense covers 5 types. No weakness shared by half the team. Speed spans 25-55 base, fastest Farfetch’d-Galar, slowest Skwovet.	data.js:trainers[471].hardcore	Measured	derived: team analysis; strategy_notes Inferred
472	Picnicker Missy	NA	route	Route 20	normal	10	May	73	FALSE	10|Route 20|Picnicker Missy	2	Clodsire:64:64:Unaware:NONE:Lax:5/5/5/5/5/5:0/0/0/0/0/0:Earthquake,Toxic,Megahorn,Sludge Wave|Gastrodon:64:64:Sticky Hold:NONE:Rash:5/5/5/5/5/5:0/0/0/0/0/0:Recover,Muddy Water,Body Slam,Rain Dance	Clodsire,Gastrodon	64	64	Normal,Poison,Ground,Bug,Water	29.5	Gastrodon	Clodsire	NONE	NONE	2 slots, levels 64-64. Offense covers 5 types. No weakness shared by half the team. Speed spans 20-39 base, fastest Gastrodon, slowest Clodsire.	data.js:trainers[472].normal	Measured	derived: team analysis; strategy_notes Inferred
472	Picnicker Missy	NA	route	Route 20	hardcore	10	May	73	FALSE	10|Route 20|Picnicker Missy	2	Clodsire:64:64:Unaware:NONE:Lax:5/5/5/5/5/5:0/0/0/0/0/0:Earthquake,Toxic,Megahorn,Sludge Wave|Gastrodon:64:64:Sticky Hold:NONE:Rash:5/5/5/5/5/5:0/0/0/0/0/0:Recover,Muddy Water,Body Slam,Rain Dance	Clodsire,Gastrodon	64	64	Normal,Poison,Ground,Bug,Water	29.5	Gastrodon	Clodsire	NONE	NONE	2 slots, levels 64-64. Offense covers 5 types. No weakness shared by half the team. Speed spans 20-39 base, fastest Gastrodon, slowest Clodsire.	data.js:trainers[472].hardcore	Measured	derived: team analysis; strategy_notes Inferred
473	Picnicker Irene	NA	route	Route 20	normal	10	May	73	FALSE	10|Route 20|Picnicker Irene	3	Tentacruel:62:62:Rain Dish:NONE:Adamant:5/5/5/5/5/5:0/0/0/0/0/0:Hydro Pump,Sludge Wave,Hex,Screech|Swanna:63:63:Frisk:NONE:Sassy:5/5/5/5/5/5:0/0/0/0/0/0:Hurricane,Hydro Pump,Tailwind,Rain Dance|Dewgong:63:63:Ice Body:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Snowscape,Safeguard,Aqua Tail,Dive	Tentacruel,Swanna,Dewgong	63	62	Flying,Poison,Ghost,Water	92.7	Swanna	Dewgong	Electric,Rock	NONE	3 slots, levels 62-63. Offense covers 4 types. Shared weakness: Electric, Rock. Speed spans 70-108 base, fastest Swanna, slowest Dewgong.	data.js:trainers[473].normal	Measured	derived: team analysis; strategy_notes Inferred
473	Picnicker Irene	NA	route	Route 20	hardcore	10	May	73	FALSE	10|Route 20|Picnicker Irene	3	Tentacruel:62:62:Rain Dish:NONE:Adamant:5/5/5/5/5/5:0/0/0/0/0/0:Hydro Pump,Sludge Wave,Hex,Screech|Swanna:63:63:Frisk:NONE:Sassy:5/5/5/5/5/5:0/0/0/0/0/0:Hurricane,Hydro Pump,Tailwind,Rain Dance|Dewgong:63:63:Ice Body:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Snowscape,Safeguard,Aqua Tail,Dive	Tentacruel,Swanna,Dewgong	63	62	Flying,Poison,Ghost,Water	92.7	Swanna	Dewgong	Electric,Rock	NONE	3 slots, levels 62-63. Offense covers 4 types. Shared weakness: Electric, Rock. Speed spans 70-108 base, fastest Swanna, slowest Dewgong.	data.js:trainers[473].hardcore	Measured	derived: team analysis; strategy_notes Inferred
474	Picnicker Dana	NA	route	Rock Tunnel 1F	normal	3	Surge	34	FALSE	3|Rock Tunnel 1F|Picnicker Dana	3	Zorua:34:34:UNK:NONE:Mild:5/5/5/5/5/5:0/0/0/0/0/0:Night Daze,Imprison,Nasty Plot,Punishment|Clobbopus:35:35:Technician:NONE:Modest:5/5/5/5/5/5:0/0/0/0/0/0:Brutal Swing,Superpower,Reversal,Taunt|Golduck:35:35:Neuroforce:NONE:Adamant:5/5/5/5/5/5:0/0/0/0/0/0:Wonder Room,Hydro Pump,Nasty Plot,Psych Up	Zorua,Clobbopus,Golduck	35	34	Fighting,Water,Dark	65.7	Golduck	Clobbopus	Bug,Fairy,Grass,Electric	NONE	3 slots, levels 34-35. Offense covers 3 types. Shared weakness: Bug, Fairy, Grass, Electric. Speed spans 32-100 base, fastest Golduck, slowest Clobbopus.	data.js:trainers[474].normal	Measured	derived: team analysis; strategy_notes Inferred
474	Picnicker Dana	NA	boss_candidate	Rock Tunnel 1F	hardcore	3	Surge	34	TRUE	3|Rock Tunnel 1F|Picnicker Dana	5	Ribombee:32:101:Swarm:Focus Sash:Naive:31/31/31/31/31/31:0/0/0/0/0/0:Sticky Web,U-turn,Moonblast,Stun Spore|Bouffalant:33:102:Bull Rush:Silk Scarf:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:Head Charge,Throat Chop,Earthquake,Rock Slide|Clawitzer:34:103:UNK:Expert Belt:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Water Pulse,Dark Pulse,Aura Sphere,Ice Beam|Rampardos:34:103:Sheer Force:Hard Stone:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:Power-Up Punch,Accelerock,Earthquake,Head Smash|Magmortar:34:103:Mega Launcher:Magmarizer:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Flamethrower,Aura Sphere,Thunderbolt,Dark Pulse	Ribombee,Bouffalant,Clawitzer,Rampardos,Magmortar	34	32	Normal,Fighting,Ground,Rock,Bug,Fire,Water,Electric,Ice,Dark,Fairy	83.4	Ribombee	Rampardos	NONE	NONE	5 slots, levels 32-34. Offense covers 11 types. No weakness shared by half the team. Speed spans 58-124 base, fastest Ribombee, slowest Rampardos. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[474].hardcore	Measured	derived: team analysis; strategy_notes Inferred
475	Picnicker Ariana	NA	boss_candidate	Rock Tunnel 1F	normal	3	Surge	34	FALSE	3|Rock Tunnel 1F|Picnicker Ariana	4	Gloom:33:33:Stench:NONE:Quiet:5/5/5/5/5/5:0/0/0/0/0/0:Apple Acid,Strength Sap,Petal Dance,Grassy Terrain|Chatot:33:33:Frisk:NONE:Timid:5/5/5/5/5/5:0/0/0/0/0/0:Boomburst,Feather Dance,Synchronoise,Hyper Voice|Luxio:31:31:Guts:NONE:Modest:5/5/5/5/5/5:0/0/0/0/0/0:Wild Charge,Discharge,Scary Face,Crunch|Roselia:35:35:Leaf Guard:NONE:Brave:5/5/5/5/5/5:0/0/0/0/0/0:Leaf Storm,Petal Dance,Synthesis,Aromatherapy	Gloom,Chatot,Luxio,Roselia	35	31	Normal,Grass,Electric,Psychic,Dark	66.5	Chatot	Gloom	Flying,Fire,Psychic,Ice	NONE	4 slots, levels 31-35. Offense covers 5 types. Shared weakness: Flying, Fire, Psychic, Ice. Speed spans 40-101 base, fastest Chatot, slowest Gloom.	data.js:trainers[475].normal	Measured	derived: team analysis; strategy_notes Inferred
475	Picnicker Ariana	NA	boss_candidate	Rock Tunnel 1F	hardcore	3	Surge	34	FALSE	3|Rock Tunnel 1F|Picnicker Ariana	4	Gloom:33:33:Stench:NONE:Quiet:5/5/5/5/5/5:0/0/0/0/0/0:Apple Acid,Strength Sap,Petal Dance,Grassy Terrain|Chatot:33:33:Frisk:NONE:Timid:5/5/5/5/5/5:0/0/0/0/0/0:Boomburst,Feather Dance,Synchronoise,Hyper Voice|Luxio:31:31:Guts:NONE:Modest:5/5/5/5/5/5:0/0/0/0/0/0:Wild Charge,Discharge,Scary Face,Crunch|Roselia:35:35:Leaf Guard:NONE:Brave:5/5/5/5/5/5:0/0/0/0/0/0:Leaf Storm,Petal Dance,Synthesis,Aromatherapy	Gloom,Chatot,Luxio,Roselia	35	31	Normal,Grass,Electric,Psychic,Dark	66.5	Chatot	Gloom	Flying,Fire,Psychic,Ice	NONE	4 slots, levels 31-35. Offense covers 5 types. Shared weakness: Flying, Fire, Psychic, Ice. Speed spans 40-101 base, fastest Chatot, slowest Gloom.	data.js:trainers[475].hardcore	Measured	derived: team analysis; strategy_notes Inferred
476	Picnicker Leah	NA	route	Rock Tunnel 1F	normal	3	Surge	34	FALSE	3|Rock Tunnel 1F|Picnicker Leah	2	Doduo:34:34:UNK:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Thrash,Endeavor,Drill Peck,Jump Kick|Poliwhirl:35:35:Swift Swim:NONE:Relaxed:5/5/5/5/5/5:0/0/0/0/0/0:Mud Bomb,Hydro Pump,Wake-Up Slap,Belly Drum	Doduo,Poliwhirl	35	34	Normal,Fighting,Flying,Ground,Water	82.5	Poliwhirl	Doduo	Electric	NONE	2 slots, levels 34-35. Offense covers 5 types. Shared weakness: Electric. Speed spans 75-90 base, fastest Poliwhirl, slowest Doduo.	data.js:trainers[476].normal	Measured	derived: team analysis; strategy_notes Inferred
476	Picnicker Leah	NA	route	Rock Tunnel 1F	hardcore	3	Surge	34	FALSE	3|Rock Tunnel 1F|Picnicker Leah	2	Doduo:34:34:UNK:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Thrash,Endeavor,Drill Peck,Jump Kick|Poliwhirl:35:35:Swift Swim:NONE:Relaxed:5/5/5/5/5/5:0/0/0/0/0/0:Mud Bomb,Hydro Pump,Wake-Up Slap,Belly Drum	Doduo,Poliwhirl	35	34	Normal,Fighting,Flying,Ground,Water	82.5	Poliwhirl	Doduo	Electric	NONE	2 slots, levels 34-35. Offense covers 5 types. Shared weakness: Electric. Speed spans 75-90 base, fastest Poliwhirl, slowest Doduo.	data.js:trainers[476].hardcore	Measured	derived: team analysis; strategy_notes Inferred
477	Camper Justin	NA	route	Route 12	normal	3	Surge	34	TRUE	3|Route 12|Camper Justin	3	Darmanitan-Galar:31:104:Zen Mode:Choice Scarf:Jolly:31/31/31/31/31/31:0/252/0/0/4/252:U-turn,Flare Blitz,Icicle Crash,Earthquake|Sandslash-Alola:31:104:Ice Scales:Focus Sash:Jolly:31/31/31/31/31/31:0/252/0/0/4/252:Swords Dance,Earthquake,Iron Head,Icicle Crash|Conkeldurr:31:104:Iron Fist:Assault Vest:Careful:31/31/31/31/31/31:252/4/0/0/252/0:Drain Punch,Mach Punch,Knock Off,Thunder Punch	Darmanitan-Galar,Sandslash-Alola,Conkeldurr	31	31	Fighting,Ground,Bug,Steel,Fire,Electric,Ice,Dark	68.3	Darmanitan-Galar	Conkeldurr	Fighting,Fire	NONE	3 slots, levels 31-31. Offense covers 8 types. Shared weakness: Fighting, Fire. Speed spans 45-95 base, fastest Darmanitan-Galar, slowest Conkeldurr. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[477].normal	Measured	derived: team analysis; strategy_notes Inferred
477	Camper Justin	NA	boss_candidate	Route 12	hardcore	3	Surge	34	TRUE	3|Route 12|Camper Justin	4	Darmanitan-Galar:32:101:Zen Mode:Charti Berry:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:U-turn,Flare Blitz,Icicle Crash,Earthquake|Cetitan:32:101:Thick Fat:Sitrus Berry:Jolly:31/31/31/31/31/31:0/0/0/0/0/0:Belly Drum,Icicle Crash,Earthquake,Play Rough|Conkeldurr:32:101:Iron Fist:Assault Vest:Careful:31/31/31/31/31/31:0/0/0/0/0/0:Drain Punch,Mach Punch,Knock Off,Thunder Punch|Gengar:32:101:UNK:Ghostium Z:Timid:31/31/31/31/31/31:0/0/0/0/0/0:Nasty Plot,Shadow Ball,Focus Blast,Sludge Wave	Darmanitan-Galar,Cetitan,Conkeldurr,Gengar	32	32	Fighting,Poison,Ground,Bug,Ghost,Fire,Electric,Ice,Dark,Fairy	80.8	Gengar	Conkeldurr	Fighting,Rock,Steel,Fire,Psychic	NONE	4 slots, levels 32-32. Offense covers 10 types. Shared weakness: Fighting, Rock, Steel, Fire, Psychic. Speed spans 45-110 base, fastest Gengar, slowest Conkeldurr. LEVEL-SCALED: rescales to the player, excluded from scoring.	data.js:trainers[477].hardcore	Measured	derived: team analysis; strategy_notes Inferred
478	Picnicker Yazmin	NA	route	Route 15	normal	9	Koga	68	FALSE	9|Route 15|Picnicker Yazmin	3	Weepinbell:57:57:Gluttony:NONE:Serious:5/5/5/5/5/5:0/0/0/0/0/0:Wring Out,Slam,Poison Jab,Razor Leaf|Leavanny:57:57:Sharpness:NONE:Hardy:5/5/5/5/5/5:0/0/0/0/0/0:Victory Dance,Sacred Sword,Leaf Storm,Swords Dance|Alcremie:58:58:Aroma Veil:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Moonblast,Entrainment,Misty Terrain,Recover	Weepinbell,Leavanny,Alcremie	58	57	Normal,Fighting,Poison,Grass,Fairy	70.3	Leavanny	Weepinbell	Flying,Fire,Ice,Poison	NONE	3 slots, levels 57-58. Offense covers 5 types. Shared weakness: Flying, Fire, Ice, Poison. Speed spans 55-92 base, fastest Leavanny, slowest Weepinbell.	data.js:trainers[478].normal	Measured	derived: team analysis; strategy_notes Inferred
478	Picnicker Yazmin	NA	route	Route 15	hardcore	9	Koga	68	FALSE	9|Route 15|Picnicker Yazmin	3	Weepinbell:57:57:Gluttony:NONE:Serious:5/5/5/5/5/5:0/0/0/0/0/0:Wring Out,Slam,Poison Jab,Razor Leaf|Leavanny:57:57:Sharpness:NONE:Hardy:5/5/5/5/5/5:0/0/0/0/0/0:Victory Dance,Sacred Sword,Leaf Storm,Swords Dance|Alcremie:58:58:Aroma Veil:NONE:Calm:5/5/5/5/5/5:0/0/0/0/0/0:Moonblast,Entrainment,Misty Terrain,Recover	Weepinbell,Leavanny,Alcremie	58	57	Normal,Fighting,Poison,Grass,Fairy	70.3	Leavanny	Weepinbell	Flying,Fire,Ice,Poison	NONE	3 slots, levels 57-58. Offense covers 5 types. Shared weakness: Flying, Fire, Ice, Poison. Speed spans 55-92 base, fastest Leavanny, slowest Weepinbell.	data.js:trainers[478].hardcore	Measured	derived: team analysis; strategy_notes Inferred
479	Picnicker Kindra	NA	route	Route 15	normal	9	Koga	68	FALSE	9|Route 15|Picnicker Kindra	3	Eldegoss:57:57:Effect Spore:NONE:Bold:5/5/5/5/5/5:0/0/0/0/0/0:Cotton Guard,Leaf Storm,Aromatherapy,Hyper Voice|Flapple:58:58:Hustle:NONE:Naughty:5/5/5/5/5/5:0/0/0/0/0/0:Dragon Energy,Scale Shot,Outrage,Dragon Dance|Venomoth:56:56:Wonder Skin:NONE:Naive:5/5/5/5/5/5:0/0/0/0/0/0:Quiver Dance,Psychic,Poison Fang,Zen Headbutt	Eldegoss,Flapple,Venomoth	58	56	Normal,Poison,Grass,Psychic,Dragon	73.3	Venomoth	Eldegoss	Flying,Poison,Bug,Fire,Ice	Steel	3 slots, levels 56-58. Offense covers 5 types. Shared weakness: Flying, Poison, Bug, Fire, Ice. A pure Steel type resists everything it carries. Speed spans 60-90 base, fastest Venomoth, slowest Eldegoss.	data.js:trainers[479].normal	Measured	derived: team analysis; strategy_notes Inferred
